29.767	95.367	41	56  
32.85	96.85	440	48   
26.933	97.8	25	60  
31.95	102.183	2851	46   
34.8	102.467	3840	38    
33.45	99.633	1461	46   
28.7	100.483	815	53    
32.45	100.533	2380	46   
31.8	106.4	3918	44    
34.85	100.217	2040	41   
30.867	102.9	3000	47  
36.35	102.083	3693	36   
30.3	97.7	597	52    
26.9	99.283	315	60    
28.45	99.217	459	56   
25.9	97.433	19	62    
